pTr0,pTr2,pTr4,pH,pW,pS6,pS,pJ,pX0,pX1R,pX2,pX3,pX4,pX5,pTr0e,pTr2e,pTr3e,pTr4e,pTr5e,pHe,pWe,pS6e,pSe,pJe,pX0e,pX1Re,pX2e,pX3e,pX4e,pX5e,Cancer_type
-0.603135454,-0.601762124,-0.601439308,-0.509212343,-0.170603777,-0.512942933,-0.170631199,-0.125632652,-0.607725847,-0.598520382,-0.587254193,-0.578096458,-0.568389333,-0.555673675,-0.603135454,-0.606003777,-0.672068579,-0.608100583,-0.646440014,-0.528086076,-0.170326665,-0.523589998,-0.169724453,-0.170280598,-0.606154928,-0.601641629,-0.594693692,-0.588528899,-0.582473475,-0.576374729,HCC
-0.500055815,-0.498763289,-0.4975935,-0.437620497,-0.169652933,-0.439867542,-0.16967619,-0.125573125,-0.504143363,-0.496007075,-0.485543635,-0.477959355,-0.470836424,-0.464346892,-0.500055815,-0.493893258,-0.612934376,-0.492378102,-0.583849607,-0.449915495,-0.169399063,-0.455668257,-0.168830397,-0.169358921,-0.498132614,-0.499053125,-0.498928872,-0.497277551,-0.496166343,-0.494253052,HCC
-0.289795851,-0.287487838,-0.285661824,-0.31769488,-0.168683044,-0.316251698,-0.168698473,-0.125519028,-0.285639706,-0.292631227,-0.304072914,-0.319092137,-0.332998041,-0.345863309,-0.289795851,-0.277895665,-0.479166899,-0.274466521,-0.41427387,-0.312896833,-0.168458885,-0.326206578,-0.167912958,-0.168426545,-0.282860889,-0.290897092,-0.303956939,-0.314701168,-0.326591172,-0.33717665,HBC
-0.349630083,-0.349706708,-0.351167685,-0.361002528,-0.169402789,-0.361012566,-0.169414488,-0.125569203,-0.345404271,-0.353274989,-0.364953613,-0.374493438,-0.38039475,-0.385994673,-0.349630083,-0.344279674,-0.301919226,-0.338649004,-0.279086364,-0.359525813,-0.169166429,-0.362830442,-0.168580197,-0.169130638,-0.346218621,-0.350638297,-0.356597513,-0.361386732,-0.366983303,-0.372261991,HBC
-0.53390286,-0.533959277,-0.534648874,-0.46211878,-0.170060079,-0.465187883,-0.170081226,-0.125601508,-0.537950999,-0.530312056,-0.519982647,-0.509298779,-0.497647808,-0.487048414,-0.53390286,-0.531445384,-0.512668861,-0.528684868,-0.5073767,-0.476292589,-0.169799306,-0.476385655,-0.169207841,-0.169757213,-0.533972835,-0.532847547,-0.528706607,-0.523686654,-0.519015375,-0.514100137,HCC
-0.268037948,-0.268192836,-0.268089747,-0.301010233,-0.168370521,-0.299088372,-0.168379075,-0.125494958,-0.262804213,-0.272785408,-0.286160382,-0.299616514,-0.309845503,-0.322888496,-0.268037948,-0.273364427,-0.423498999,-0.276227993,-0.359408469,-0.295682813,-0.168153692,-0.290436691,-0.167534476,-0.168122755,-0.269727175,-0.269069353,-0.272025905,-0.276115109,-0.279994175,-0.284743907,HBC
-0.487747798,-0.487848487,-0.487653322,-0.428182321,-0.169476145,-0.430158586,-0.169495513,-0.125559509,-0.491225775,-0.484780687,-0.475410868,-0.466942379,-0.45773949,-0.451350493,-0.487747798,-0.491330026,-0.581444142,-0.493374532,-0.552813331,-0.440177862,-0.169226421,-0.435433937,-0.168616297,-0.169187073,-0.490703131,-0.486705603,-0.480866115,-0.475450178,-0.46980734,-0.464592882,HCC
-0.506209823,-0.506296039,-0.5051677,-0.441756319,-0.169734956,-0.443958413,-0.169756677,-0.125579042,-0.509666304,-0.503257482,-0.493507044,-0.485523962,-0.479265794,-0.475263789,-0.506209823,-0.508966683,-0.646152888,-0.51037792,-0.604324832,-0.454756128,-0.169479776,-0.450714414,-0.16887711,-0.1694418,-0.508734911,-0.505219121,-0.499992027,-0.494656721,-0.489025875,-0.48374787,HCC
-0.300674802,-0.300804106,-0.299051366,-0.325006116,-0.168828043,-0.32348347,-0.168840756,-0.125529488,-0.295403067,-0.305448373,-0.318150492,-0.332464721,-0.347899338,-0.365162014,-0.300674802,-0.304542209,-0.53789002,-0.306286293,-0.450469625,-0.321454023,-0.168601569,-0.317449258,-0.167995536,-0.168573057,-0.301603449,-0.301797235,-0.305836367,-0.310068111,-0.313968374,-0.318605769,HBC
0.670271602,0.671827021,0.673062017,0.494007055,-0.112953424,0.500248145,-0.112918409,-0.115997505,0.674412831,0.667045756,0.655824769,0.642404662,0.629476909,0.615740869,0.670271602,0.653052832,0.925290647,0.629531341,0.918975139,0.528390471,-0.113154265,0.551225304,-0.112249276,-0.113353374,0.662066347,0.669907166,0.675021836,0.6784663,0.682422342,0.686204584,HBC
0.043035419,0.043902217,0.044737679,0.021543288,-0.138127786,0.022010325,-0.138122508,-0.120186987,0.038939433,0.046863277,0.057451563,0.065940431,0.073616683,0.079613637,0.043035419,0.032725956,0.181539573,0.018995669,0.170343076,0.02598415,-0.138114329,0.040677663,-0.13734255,-0.138205114,0.036394097,0.044454904,0.054860124,0.064537709,0.074612712,0.08465354,HCC
0.670271602,0.671827021,0.673062017,0.494007055,-0.112953424,0.500248145,-0.112918409,-0.115997505,0.674412831,0.667045756,0.655824769,0.642404662,0.629476909,0.615740869,0.670271602,0.653052832,0.925290647,0.629531341,0.918975139,0.528390471,-0.113154265,0.551225304,-0.112249276,-0.113353374,0.662066347,0.669907166,0.675021836,0.6784663,0.682422342,0.686204584,HBC
0.043035419,0.043902217,0.044737679,0.021543288,-0.138127786,0.022010325,-0.138122508,-0.120186987,0.038939433,0.046863277,0.057451563,0.065940431,0.073616683,0.079613637,0.043035419,0.032725956,0.181539573,0.018995669,0.170343076,0.02598415,-0.138114329,0.040677663,-0.13734255,-0.138205114,0.036394097,0.044454904,0.054860124,0.064537709,0.074612712,0.08465354,HCC
0.043035419,0.043902217,0.044737679,0.021543288,-0.138127786,0.022010325,-0.138122508,-0.120186987,0.038939433,0.046863277,0.057451563,0.065940431,0.073616683,0.079613637,0.043035419,0.032725956,0.181539573,0.018995669,0.170343076,0.02598415,-0.138114329,0.040677663,-0.13734255,-0.138205114,0.036394097,0.044454904,0.054860124,0.064537709,0.074612712,0.08465354,HCC
0.670271602,0.671827021,0.673062017,0.494007055,-0.112953424,0.500248145,-0.112918409,-0.115997505,0.674412831,0.667045756,0.655824769,0.642404662,0.629476909,0.615740869,0.670271602,0.653052832,0.925290647,0.629531341,0.918975139,0.528390471,-0.113154265,0.551225304,-0.112249276,-0.113353374,0.662066347,0.669907166,0.675021836,0.6784663,0.682422342,0.686204584,HBC
0.670271602,0.671827021,0.673062017,0.494007055,-0.112953424,0.500248145,-0.112918409,-0.115997505,0.674412831,0.667045756,0.655824769,0.642404662,0.629476909,0.615740869,0.670271602,0.653052832,0.925290647,0.629531341,0.918975139,0.528390471,-0.113154265,0.551225304,-0.112249276,-0.113353374,0.662066347,0.669907166,0.675021836,0.6784663,0.682422342,0.686204584,HBC
0.043035419,0.043902217,0.044737679,0.021543288,-0.138127786,0.022010325,-0.138122508,-0.120186987,0.038939433,0.046863277,0.057451563,0.065940431,0.073616683,0.079613637,0.043035419,0.032725956,0.181539573,0.018995669,0.170343076,0.02598415,-0.138114329,0.040677663,-0.13734255,-0.138205114,0.036394097,0.044454904,0.054860124,0.064537709,0.074612712,0.08465354,HCC
0.043035419,0.043902217,0.044737679,0.021543288,-0.138127786,0.022010325,-0.138122508,-0.120186987,0.038939433,0.046863277,0.057451563,0.065940431,0.073616683,0.079613637,0.043035419,0.032725956,0.181539573,0.018995669,0.170343076,0.02598415,-0.138114329,0.040677663,-0.13734255,-0.138205114,0.036394097,0.044454904,0.054860124,0.064537709,0.074612712,0.08465354,HCC
0.670271602,0.671827021,0.673062017,0.494007055,-0.112953424,0.500248145,-0.112918409,-0.115997505,0.674412831,0.667045756,0.655824769,0.642404662,0.629476909,0.615740869,0.670271602,0.653052832,0.925290647,0.629531341,0.918975139,0.528390471,-0.113154265,0.551225304,-0.112249276,-0.113353374,0.662066347,0.669907166,0.675021836,0.6784663,0.682422342,0.686204584,HBC
0.043035419,0.043902217,0.044737679,0.021543288,-0.138127786,0.022010325,-0.138122508,-0.120186987,0.038939433,0.046863277,0.057451563,0.065940431,0.073616683,0.079613637,0.043035419,0.032725956,0.181539573,0.018995669,0.170343076,0.02598415,-0.138114329,0.040677663,-0.13734255,-0.138205114,0.036394097,0.044454904,0.054860124,0.064537709,0.074612712,0.08465354,HCC
0.670271602,0.671827021,0.673062017,0.494007055,-0.112953424,0.500248145,-0.112918409,-0.115997505,0.674412831,0.667045756,0.655824769,0.642404662,0.629476909,0.615740869,0.670271602,0.653052832,0.925290647,0.629531341,0.918975139,0.528390471,-0.113154265,0.551225304,-0.112249276,-0.113353374,0.662066347,0.669907166,0.675021836,0.6784663,0.682422342,0.686204584,HBC
0.043035419,0.043902217,0.044737679,0.021543288,-0.138127786,0.022010325,-0.138122508,-0.120186987,0.038939433,0.046863277,0.057451563,0.065940431,0.073616683,0.079613637,0.043035419,0.032725956,0.181539573,0.018995669,0.170343076,0.02598415,-0.138114329,0.040677663,-0.13734255,-0.138205114,0.036394097,0.044454904,0.054860124,0.064537709,0.074612712,0.08465354,HCC
0.670271602,0.671827021,0.673062017,0.494007055,-0.112953424,0.500248145,-0.112918409,-0.115997505,0.674412831,0.667045756,0.655824769,0.642404662,0.629476909,0.615740869,0.670271602,0.653052832,0.925290647,0.629531341,0.918975139,0.528390471,-0.113154265,0.551225304,-0.112249276,-0.113353374,0.662066347,0.669907166,0.675021836,0.6784663,0.682422342,0.686204584,HBC
0.043035419,0.043902217,0.044737679,0.021543288,-0.138127786,0.022010325,-0.138122508,-0.120186987,0.038939433,0.046863277,0.057451563,0.065940431,0.073616683,0.079613637,0.043035419,0.032725956,0.181539573,0.018995669,0.170343076,0.02598415,-0.138114329,0.040677663,-0.13734255,-0.138205114,0.036394097,0.044454904,0.054860124,0.064537709,0.074612712,0.08465354,HCC
0.670271602,0.671827021,0.673062017,0.494007055,-0.112953424,0.500248145,-0.112918409,-0.115997505,0.674412831,0.667045756,0.655824769,0.642404662,0.629476909,0.615740869,0.670271602,0.653052832,0.925290647,0.629531341,0.918975139,0.528390471,-0.113154265,0.551225304,-0.112249276,-0.113353374,0.662066347,0.669907166,0.675021836,0.6784663,0.682422342,0.686204584,HBC
-0.572365412,-0.572382688,-0.571218123,-0.488755514,-0.170406562,-0.492450088,-0.170432319,-0.125622584,-0.576991632,-0.568150909,-0.555548443,-0.54511352,-0.535217924,-0.526403149,-0.572365412,-0.574589676,-0.602047922,-0.573973569,-0.593918049,-0.505465422,-0.170135493,-0.502730459,-0.169534207,-0.170090215,-0.574707199,-0.571060774,-0.564647715,-0.558502069,-0.552896678,-0.547216707,HCC
-0.417623529,-0.417630961,-0.415814182,-0.408090494,-0.170015296,-0.409206229,-0.170035143,-0.125606462,-0.414419639,-0.420165869,-0.427826224,-0.437806129,-0.446810563,-0.455565306,-0.417623529,-0.42054942,-0.45992201,-0.418709602,-0.432072691,-0.411097051,-0.169760734,-0.409402339,-0.169157141,-0.169719314,-0.418228139,-0.41819099,-0.420133592,-0.422932831,-0.426878093,-0.430804901,HBC
-0.623135981,-0.625873399,-0.627485207,-0.522217968,-0.170699474,-0.526132665,-0.170727272,-0.125636865,-0.627080223,-0.620478279,-0.609186674,-0.594028705,-0.579780643,-0.568951558,-0.623135981,-0.62681244,-0.553715454,-0.628182937,-0.562455388,-0.542389591,-0.170419256,-0.538342271,-0.169817116,-0.17037177,-0.626098205,-0.622044527,-0.61571453,-0.609382982,-0.60222912,-0.594801293,HCC
-0.507374877,-0.51219093,-0.515282176,-0.467244852,-0.170533101,-0.468749716,-0.170556556,-0.125631707,-0.502965398,-0.512669305,-0.522646978,-0.524277562,-0.525587779,-0.530781661,-0.507374877,-0.512867936,-0.374480694,-0.514540001,-0.376453533,-0.47637097,-0.170262366,-0.472356296,-0.169657264,-0.170217043,-0.509076286,-0.508319202,-0.510408641,-0.512879245,-0.514087146,-0.514924123,HBC
-0.623135981,-0.625873399,-0.627485207,-0.522217968,-0.170699474,-0.526132665,-0.170727272,-0.125636865,-0.627080223,-0.620478279,-0.609186674,-0.594028705,-0.579780643,-0.568951558,-0.623135981,-0.62681244,-0.553715454,-0.628182937,-0.562455388,-0.542389591,-0.170419256,-0.538342271,-0.169817116,-0.17037177,-0.626098205,-0.622044527,-0.61571453,-0.609382982,-0.60222912,-0.594801293,HCC
-0.507374877,-0.51219093,-0.515282176,-0.467244852,-0.170533101,-0.468749716,-0.170556556,-0.125631707,-0.502965398,-0.512669305,-0.522646978,-0.524277562,-0.525587779,-0.530781661,-0.507374877,-0.512867936,-0.374480694,-0.514540001,-0.376453533,-0.47637097,-0.170262366,-0.472356296,-0.169657264,-0.170217043,-0.509076286,-0.508319202,-0.510408641,-0.512879245,-0.514087146,-0.514924123,HBC
-0.606212458,-0.608872118,-0.609546927,-0.512115977,-0.170616969,-0.516853345,-0.170644818,-0.125633311,-0.612041249,-0.60156116,-0.585299307,-0.566783182,-0.548080733,-0.53188985,-0.606212458,-0.605321455,-0.415929795,-0.602366038,-0.458256302,-0.530308482,-0.170342429,-0.530551052,-0.169747475,-0.170296084,-0.607100075,-0.604708609,-0.598650506,-0.592026395,-0.585352703,-0.578549915,HCC
-0.477457761,-0.482136355,-0.483571191,-0.449386724,-0.170387251,-0.452345893,-0.170410796,-0.125625424,-0.476379756,-0.479227945,-0.480419296,-0.476113389,-0.469549217,-0.465264602,-0.477457761,-0.474876537,-0.130905549,-0.468901324,-0.19225216,-0.45501419,-0.170126552,-0.45858311,-0.169534153,-0.170083246,-0.475491715,-0.477673061,-0.480243149,-0.482196565,-0.484253303,-0.486195214,HBC
-0.604673956,-0.608725171,-0.609422692,-0.511098371,-0.170608934,-0.515641068,-0.170636485,-0.125632932,-0.609884234,-0.601094538,-0.585524762,-0.566969971,-0.548245131,-0.532062016,-0.604673956,-0.604237767,-0.416036317,-0.601613693,-0.455004859,-0.529198236,-0.170334619,-0.529645272,-0.169739541,-0.170288253,-0.605229903,-0.603577466,-0.59774526,-0.591091582,-0.584352078,-0.577540647,HCC
-0.474738023,-0.481876584,-0.483351569,-0.447587817,-0.170373046,-0.45020285,-0.170396065,-0.125624754,-0.472566621,-0.478403057,-0.480817851,-0.476443591,-0.469839837,-0.465568955,-0.474738023,-0.472960812,-0.131093857,-0.467571342,-0.186504313,-0.453051516,-0.170112745,-0.456981889,-0.169520127,-0.170069402,-0.472185656,-0.475673445,-0.47864287,-0.480544018,-0.482484415,-0.484411046,HBC
-0.076967743,-0.076006875,-0.075097539,-0.087464734,-0.150504781,-0.086542104,-0.150517251,-0.122748234,-0.080924005,-0.073235894,-0.063016909,-0.054538526,-0.048717928,-0.044106401,-0.076967743,-0.078825489,-0.361241247,-0.083806876,-0.295682549,-0.08527372,-0.150439113,-0.082144388,-0.149878976,-0.15046334,-0.07926021,-0.075810538,-0.070254552,-0.064932772,-0.059965385,-0.055497961,HCC
0.458132052,0.459853766,0.461219355,0.301304527,-0.134833266,0.308351005,-0.134829626,-0.120525235,0.462520282,0.454736483,0.442862651,0.429424009,0.413215862,0.397030689,0.458132052,0.455854083,-0.034228063,0.447798749,0.095142958,0.331710699,-0.134941809,0.33410257,-0.134410959,-0.135023257,0.457614629,0.457303961,0.453846239,0.449590584,0.444517469,0.438447143,HBC
-0.375437146,-0.375625875,-0.375499849,-0.341189037,-0.167065417,-0.342155118,-0.167081592,-0.12533098,-0.37904589,-0.372380181,-0.362664734,-0.352897372,-0.344892138,-0.339672697,-0.375437146,-0.3824642,-0.555367484,-0.391805039,-0.557763818,-0.348302107,-0.166851196,-0.339666912,-0.166216574,-0.166827936,-0.380237461,-0.37427594,-0.36674522,-0.359350376,-0.352168268,-0.345434169,HCC
-0.069497087,-0.06980761,-0.069826743,-0.147224984,-0.164108877,-0.143517336,-0.164111785,-0.125090968,-0.06449452,-0.074085705,-0.086849681,-0.098009689,-0.110355872,-0.125466385,-0.069497087,-0.08091327,-0.377401125,-0.09667517,-0.368159856,-0.133266414,-0.16395481,-0.121141372,-0.163292286,-0.163952313,-0.074447841,-0.070318104,-0.070284925,-0.070875853,-0.072033822,-0.074097159,HBC
-0.534572256,-0.532072363,-0.534955752,-0.484120032,-0.170637329,-0.484577273,-0.170664054,-0.125635853,-0.530131109,-0.537603464,-0.55209044,-0.565119725,-0.571228477,-0.567865427,-0.534572256,-0.533025394,-0.564757981,-0.531991578,-0.570390518,-0.495388037,-0.170362054,-0.496788857,-0.169763961,-0.17031572,-0.53289579,-0.535486428,-0.541414381,-0.548584575,-0.556582996,-0.562881389,HBC
-0.638521002,-0.637119933,-0.638614161,-0.531763925,-0.170758433,-0.535086001,-0.170788081,-0.125639211,-0.64244733,-0.634583041,-0.62584226,-0.617132311,-0.605598686,-0.589929114,-0.638521002,-0.638215117,-0.661351564,-0.63805495,-0.672161718,-0.553147171,-0.170475648,-0.55216329,-0.169877473,-0.17042759,-0.639572429,-0.637412491,-0.633253867,-0.629580784,-0.626268184,-0.621929773,HCC
-0.638521002,-0.637119933,-0.638614161,-0.531763925,-0.170758433,-0.535086001,-0.170788081,-0.125639211,-0.64244733,-0.634583041,-0.62584226,-0.617132311,-0.605598686,-0.589929114,-0.638521002,-0.638215117,-0.661351564,-0.63805495,-0.672161718,-0.553147171,-0.170475648,-0.55216329,-0.169877473,-0.17042759,-0.639572429,-0.637412491,-0.633253867,-0.629580784,-0.626268184,-0.621929773,HCC
-0.534572256,-0.532072363,-0.534955752,-0.484120032,-0.170637329,-0.484577273,-0.170664054,-0.125635853,-0.530131109,-0.537603464,-0.55209044,-0.565119725,-0.571228477,-0.567865427,-0.534572256,-0.533025394,-0.564757981,-0.531991578,-0.570390518,-0.495388037,-0.170362054,-0.496788857,-0.169763961,-0.17031572,-0.53289579,-0.535486428,-0.541414381,-0.548584575,-0.556582996,-0.562881389,HBC
0.216075385,0.217986847,0.219501446,0.088545775,-0.152140284,0.09328687,-0.152110733,-0.123500603,0.22074545,0.21248616,0.199867414,0.183969628,0.170456913,0.156918911,0.216075385,0.229185527,-0.050447685,0.238292266,0.057320045,0.113486018,-0.152111527,0.094444673,-0.151831061,-0.152145224,0.224486454,0.214436176,0.201701076,0.185397072,0.170248995,0.154799816,HBC
-0.213894428,-0.212826223,-0.211832596,-0.207818166,-0.160295019,-0.208199647,-0.160292833,-0.124431342,-0.217691262,-0.210272126,-0.200474525,-0.193387231,-0.186041881,-0.179932901,-0.213894428,-0.207047424,-0.370416368,-0.202320563,-0.317078225,-0.208719121,-0.160151685,-0.217714136,-0.159733185,-0.160148899,-0.211136223,-0.213196057,-0.212888101,-0.214381834,-0.215113654,-0.215951663,HCC
0.216075385,0.217986847,0.219501446,0.088545775,-0.152140284,0.09328687,-0.152110733,-0.123500603,0.22074545,0.21248616,0.199867414,0.183969628,0.170456913,0.156918911,0.216075385,0.229185527,-0.050447685,0.238292266,0.057320045,0.113486018,-0.152111527,0.094444673,-0.151831061,-0.152145224,0.224486454,0.214436176,0.201701076,0.185397072,0.170248995,0.154799816,HBC
-0.213894428,-0.212826223,-0.211832596,-0.207818166,-0.160295019,-0.208199647,-0.160292833,-0.124431342,-0.217691262,-0.210272126,-0.200474525,-0.193387231,-0.186041881,-0.179932901,-0.213894428,-0.207047424,-0.370416368,-0.202320563,-0.317078225,-0.208719121,-0.160151685,-0.217714136,-0.159733185,-0.160148899,-0.211136223,-0.213196057,-0.212888101,-0.214381834,-0.215113654,-0.215951663,HCC
-0.213894428,-0.212826223,-0.211832596,-0.207818166,-0.160295019,-0.208199647,-0.160292833,-0.124431342,-0.217691262,-0.210272126,-0.200474525,-0.193387231,-0.186041881,-0.179932901,-0.213894428,-0.207047424,-0.370416368,-0.202320563,-0.317078225,-0.208719121,-0.160151685,-0.217714136,-0.159733185,-0.160148899,-0.211136223,-0.213196057,-0.212888101,-0.214381834,-0.215113654,-0.215951663,HCC
0.216075385,0.217986847,0.219501446,0.088545775,-0.152140284,0.09328687,-0.152110733,-0.123500603,0.22074545,0.21248616,0.199867414,0.183969628,0.170456913,0.156918911,0.216075385,0.229185527,-0.050447685,0.238292266,0.057320045,0.113486018,-0.152111527,0.094444673,-0.151831061,-0.152145224,0.224486454,0.214436176,0.201701076,0.185397072,0.170248995,0.154799816,HBC
-0.213894428,-0.212826223,-0.211832596,-0.207818166,-0.160295019,-0.208199647,-0.160292833,-0.124431342,-0.217691262,-0.210272126,-0.200474525,-0.193387231,-0.186041881,-0.179932901,-0.213894428,-0.207047424,-0.370416368,-0.202320563,-0.317078225,-0.208719121,-0.160151685,-0.217714136,-0.159733185,-0.160148899,-0.211136223,-0.213196057,-0.212888101,-0.214381834,-0.215113654,-0.215951663,HCC
0.216075385,0.217986847,0.219501446,0.088545775,-0.152140284,0.09328687,-0.152110733,-0.123500603,0.22074545,0.21248616,0.199867414,0.183969628,0.170456913,0.156918911,0.216075385,0.229185527,-0.050447685,0.238292266,0.057320045,0.113486018,-0.152111527,0.094444673,-0.151831061,-0.152145224,0.224486454,0.214436176,0.201701076,0.185397072,0.170248995,0.154799816,HBC
-0.02870102,-0.026597678,-0.024932394,-0.115125446,-0.162866544,-0.111985095,-0.162862397,-0.124952443,-0.023745953,-0.032486077,-0.045858107,-0.061120514,-0.08036279,-0.097781552,-0.02870102,-0.026634401,-0.453377251,-0.032019735,-0.367985775,-0.098861234,-0.162727727,-0.100934875,-0.16220772,-0.162757828,-0.026648746,-0.029895186,-0.037843859,-0.044687483,-0.050731265,-0.05699495,HBC
-0.352359615,-0.351182868,-0.350104001,-0.323030961,-0.166362654,-0.324317951,-0.166374837,-0.125252619,-0.355995229,-0.348848092,-0.339476609,-0.332029893,-0.327925642,-0.324011932,-0.352359615,-0.351759714,-0.59834568,-0.355230734,-0.557665344,-0.328839775,-0.16615706,-0.328236495,-0.165603056,-0.16615224,-0.353198455,-0.351409492,-0.348393948,-0.344536132,-0.340117831,-0.335759787,HCC
-0.02870102,-0.026597678,-0.024932394,-0.115125446,-0.162866544,-0.111985095,-0.162862397,-0.124952443,-0.023745953,-0.032486077,-0.045858107,-0.061120514,-0.08036279,-0.097781552,-0.02870102,-0.026634401,-0.453377251,-0.032019735,-0.367985775,-0.098861234,-0.162727727,-0.100934875,-0.16220772,-0.162757828,-0.026648746,-0.029895186,-0.037843859,-0.044687483,-0.050731265,-0.05699495,HBC
-0.352359615,-0.351182868,-0.350104001,-0.323030961,-0.166362654,-0.324317951,-0.166374837,-0.125252619,-0.355995229,-0.348848092,-0.339476609,-0.332029893,-0.327925642,-0.324011932,-0.352359615,-0.351759714,-0.59834568,-0.355230734,-0.557665344,-0.328839775,-0.16615706,-0.328236495,-0.165603056,-0.16615224,-0.353198455,-0.351409492,-0.348393948,-0.344536132,-0.340117831,-0.335759787,HCC
-0.167739366,-0.166707342,-0.165742127,-0.167750535,-0.157460757,-0.167995104,-0.157471635,-0.123983152,-0.172213842,-0.163424758,-0.151938635,-0.142675644,-0.134418862,-0.128020801,-0.167739366,-0.169847807,-0.059504316,-0.175068072,-0.090031802,-0.167570875,-0.157343202,-0.163761217,-0.156797611,-0.157376175,-0.169991146,-0.16658062,-0.160367026,-0.153643077,-0.14691986,-0.140245261,HCC
0.29766752,0.299515022,0.300979393,0.159376653,-0.147129922,0.164359777,-0.147123467,-0.122708302,0.301139661,0.295302142,0.285668336,0.27361671,0.261715208,0.248688239,0.29766752,0.294946376,0.499177356,0.286468758,0.458688853,0.186227187,-0.147146739,0.189821726,-0.146641603,-0.147243651,0.297222023,0.296842152,0.294546939,0.292770014,0.290800827,0.288632306,HBC
0.29766752,0.299515022,0.300979393,0.159376653,-0.147129922,0.164359777,-0.147123467,-0.122708302,0.301139661,0.295302142,0.285668336,0.27361671,0.261715208,0.248688239,0.29766752,0.294946376,0.499177356,0.286468758,0.458688853,0.186227187,-0.147146739,0.189821726,-0.146641603,-0.147243651,0.297222023,0.296842152,0.294546939,0.292770014,0.290800827,0.288632306,HBC
-0.167739366,-0.166707342,-0.165742127,-0.167750535,-0.157460757,-0.167995104,-0.157471635,-0.123983152,-0.172213842,-0.163424758,-0.151938635,-0.142675644,-0.134418862,-0.128020801,-0.167739366,-0.169847807,-0.059504316,-0.175068072,-0.090031802,-0.167570875,-0.157343202,-0.163761217,-0.156797611,-0.157376175,-0.169991146,-0.16658062,-0.160367026,-0.153643077,-0.14691986,-0.140245261,HCC
-0.400053179,-0.401589996,-0.400565191,-0.361089734,-0.167729815,-0.363534403,-0.167741163,-0.125400382,-0.404257164,-0.396786145,-0.384345968,-0.372415998,-0.36294311,-0.356258675,-0.400053179,-0.407326,-0.417359436,-0.411306418,-0.420551369,-0.368859942,-0.167508035,-0.359967478,-0.166887969,-0.167491223,-0.404802261,-0.398889418,-0.390357074,-0.380806306,-0.371692648,-0.362155298,HCC
-0.113012892,-0.115706543,-0.114136828,-0.182405098,-0.165283388,-0.181311272,-0.165277765,-0.125213657,-0.109062582,-0.117230152,-0.125177398,-0.132514385,-0.142266075,-0.154786797,-0.113012892,-0.124863537,-0.133432844,-0.131149375,-0.12559802,-0.169608205,-0.165115958,-0.157028367,-0.164479167,-0.165124859,-0.117873077,-0.113829392,-0.112025559,-0.108805281,-0.106548689,-0.103656485,HBC
-0.400053179,-0.401589996,-0.400565191,-0.361089734,-0.167729815,-0.363534403,-0.167741163,-0.125400382,-0.404257164,-0.396786145,-0.384345968,-0.372415998,-0.36294311,-0.356258675,-0.400053179,-0.407326,-0.417359436,-0.411306418,-0.420551369,-0.368859942,-0.167508035,-0.359967478,-0.166887969,-0.167491223,-0.404802261,-0.398889418,-0.390357074,-0.380806306,-0.371692648,-0.362155298,HCC
-0.113012892,-0.115706543,-0.114136828,-0.182405098,-0.165283388,-0.181311272,-0.165277765,-0.125213657,-0.109062582,-0.117230152,-0.125177398,-0.132514385,-0.142266075,-0.154786797,-0.113012892,-0.124863537,-0.133432844,-0.131149375,-0.12559802,-0.169608205,-0.165115958,-0.157028367,-0.164479167,-0.165124859,-0.117873077,-0.113829392,-0.112025559,-0.108805281,-0.106548689,-0.103656485,HBC
-0.561595898,-0.561638697,-0.561398072,-0.481375044,-0.170321935,-0.484936101,-0.170341645,-0.125617574,-0.56498789,-0.558687868,-0.549545313,-0.541353472,-0.532933638,-0.526543568,-0.561595898,-0.559649555,-0.63359746,-0.555729227,-0.61635855,-0.497390788,-0.170052988,-0.498362116,-0.169457887,-0.170006824,-0.561585414,-0.560801423,-0.557923813,-0.554094646,-0.550418868,-0.545937778,HCC
-0.398585364,-0.398637916,-0.398454461,-0.395043424,-0.169865695,-0.395923131,-0.169874853,-0.125597605,-0.393199628,-0.403437268,-0.417213993,-0.43115918,-0.44277244,-0.455813536,-0.398585364,-0.394138529,-0.515694747,-0.386457563,-0.471742627,-0.39682285,-0.169614883,-0.401680056,-0.169022223,-0.169571897,-0.395031671,-0.400054684,-0.408247193,-0.415141464,-0.422497864,-0.428544031,HBC
-0.450823748,-0.449569815,-0.449346752,-0.400288247,-0.16885489,-0.402426492,-0.168875691,-0.125507889,-0.454968619,-0.446735621,-0.436552853,-0.42707923,-0.419414912,-0.415051014,-0.450823748,-0.454070078,-0.453958256,-0.456175658,-0.456136277,-0.410541879,-0.168612778,-0.405490956,-0.168011251,-0.168584827,-0.453924734,-0.449494757,-0.443452695,-0.437177331,-0.430661154,-0.42388087,HCC
-0.202764241,-0.200524451,-0.200372043,-0.251699563,-0.167272278,-0.250064047,-0.167283364,-0.125403706,-0.19870943,-0.205529987,-0.217467842,-0.229147117,-0.242095966,-0.258718895,-0.202764241,-0.207496925,-0.198131615,-0.210468455,-0.188504416,-0.243292825,-0.167068905,-0.237503997,-0.166464886,-0.167058114,-0.204710949,-0.203288652,-0.205887096,-0.208457022,-0.210792211,-0.212773904,HBC
