pTr0,pTr2,pTr4,pH,pW,pS6,pS,pJ,pX0,pX1R,pX2,pX3,pX4,pX5,pTr0e,pTr2e,pTr3e,pTr4e,pTr5e,pHe,pWe,pS6e,pSe,pJe,pX0e,pX1Re,pX2e,pX3e,pX4e,pX5e,Cancer_type
2.093858689,2.093117852,2.092690825,2.177145332,1.2369535,2.174928294,1.236831849,0.697597376,2.087374858,2.099327301,2.116226867,2.132837557,2.149151716,2.165205289,2.093858689,2.095297767,1.55877347,2.08627474,1.69089247,2.161216335,1.235627207,2.150227235,1.229214351,1.236778078,2.093527725,2.095330444,2.098399091,2.101086187,2.10480805,2.107317549,HCC
4.295682127,4.294395597,4.293398785,4.304643716,2.317891904,4.306139944,2.317702537,1.329667794,4.295602165,4.295356778,4.295292764,4.296230275,4.298572469,4.302614349,4.295682127,4.299232228,3.359941325,4.284032151,3.606976517,4.303017641,2.315322678,4.280451188,2.303526789,2.317318547,4.298632216,4.295410093,4.287555295,4.27864209,4.271367159,4.261835646,HBC
2.503374899,2.503493353,2.503599888,2.326813079,0.502460539,2.332200916,0.502707882,0.128915519,2.505381782,2.50161562,2.496035893,2.490259099,2.484301632,2.478183858,2.503374899,2.55217637,2.193835846,2.577485913,2.186390117,2.363977478,0.500983042,2.294754495,0.489027941,0.499587807,2.529508875,2.501385032,2.4736949,2.448346621,2.422930876,2.399177935,HBC
1.07998582,1.080039755,1.080236869,1.058325527,0.209999763,1.058309896,0.21012515,0.018355483,1.074682476,1.084643286,1.098422722,1.111235262,1.122854466,1.133160923,1.07998582,1.107022706,0.899130587,1.120915173,0.887294747,1.064339537,0.209291039,1.026957758,0.20278812,0.20852363,1.092769524,1.080485831,1.07233402,1.065724119,1.059184081,1.053648798,HCC
0.496893532,0.497404552,0.497044199,0.448392746,-0.046976522,0.45006496,-0.046873572,-0.093526645,0.491645201,0.501739877,0.514839186,0.527863128,0.539480266,0.550499576,0.496893532,0.541819696,0.501042181,0.593625093,0.540972394,0.466298936,-0.048256492,0.396174391,-0.051918017,-0.047708891,0.52024616,0.496557791,0.475624635,0.453887329,0.432756066,0.412537689,HCC
1.472594262,1.473520742,1.472641797,1.248584274,0.04818223,1.256955854,0.048389908,-0.068867805,1.474698395,1.47116888,1.464386836,1.458983755,1.453022635,1.448165031,1.472594262,1.553020094,1.490101928,1.645351471,1.574167348,1.306771467,0.045694893,1.179666379,0.038762761,0.046624311,1.517411802,1.469126966,1.41884219,1.366751942,1.315542076,1.26583261,HBC
2.372827483,2.373048273,2.373235173,2.180789993,0.426918579,2.189479346,0.426936534,0.091253841,2.374986367,2.37096376,2.364982282,2.358716433,2.352154438,2.344512549,2.372827483,2.412064516,3.271160235,2.427744096,3.080405952,2.227282385,0.423879185,2.167379669,0.415142093,0.423389053,2.394593489,2.370955062,2.346814403,2.324472262,2.301740674,2.279996488,HBC
1.00613772,1.006249545,1.006492119,0.975723146,0.167267165,0.977575117,0.167262792,-0.002948986,1.00092036,1.010736104,1.024288277,1.036824169,1.048101404,1.057545698,1.00613772,1.027764192,1.508551757,1.036209179,1.393021881,0.987013817,0.165674907,0.954904329,0.160992352,0.165419497,1.01645055,1.006704168,1.000560224,0.995650836,0.990629173,0.986230203,HCC
0.278426237,0.279108513,0.279799067,0.243738551,-0.101002542,0.244938663,-0.1009959,-0.110653382,0.274056177,0.282442418,0.293755105,0.303564858,0.31147227,0.316791548,0.278426237,0.275807232,0.305162251,0.264607246,0.246747815,0.250962012,-0.101138358,0.252923477,-0.100808198,-0.101249404,0.276377617,0.279362949,0.285115286,0.29083113,0.2965591,0.301928018,HCC
1.08639149,1.087620714,1.088599545,0.886800065,-0.04732405,0.894337073,-0.047286623,-0.099144159,1.090048216,1.083498559,1.073558155,1.062473085,1.049953974,1.03501995,1.08639149,1.082767781,1.143828717,1.063719313,1.054042137,0.926102512,-0.047788772,0.926429848,-0.04766447,-0.048023698,1.086305136,1.085173616,1.082063,1.078503965,1.074775395,1.070298715,HBC
1.165263887,1.166431283,1.167361561,0.960397743,-0.030874106,0.96742716,-0.030783622,-0.094332662,1.168828779,1.162434057,1.152736379,1.141946779,1.129792903,1.115305966,1.165263887,1.173348357,1.018055505,1.196593682,1.163709089,1.003020366,-0.031493249,0.997355601,-0.032138754,-0.032037104,1.170529535,1.164161024,1.157692637,1.152459737,1.149149523,1.146625331,HBC
0.323042797,0.323690098,0.324353187,0.285371306,-0.091697133,0.286284285,-0.091660478,-0.107931613,0.318620789,0.327094674,0.338544665,0.34852156,0.356635578,0.362207764,0.323042797,0.327046878,0.234014825,0.339771657,0.308784248,0.294472926,-0.091920302,0.293044778,-0.092025606,-0.092206103,0.324021699,0.324044569,0.327897481,0.332666453,0.338631078,0.34510448,HCC
3.158831715,3.158436359,3.158139394,3.039840642,0.990975147,3.045824453,0.990829455,0.401264318,3.160075427,3.157596832,3.154034233,3.150712897,3.147790663,3.145388332,3.158831715,3.118239837,3.389819577,3.063257288,3.270407718,3.060537056,0.98991292,3.126458742,0.994051249,0.98694132,3.137862302,3.159566055,3.18091769,3.203516115,3.225763417,3.249216519,HBC
1.450764821,1.450528103,1.450496965,1.461671164,0.486342847,1.461992664,0.486245902,0.17241783,1.445029766,1.455718927,1.470639412,1.484840957,1.498177133,1.510585342,1.450764821,1.427233651,1.575675008,1.395706464,1.500502135,1.45836956,0.485869034,1.497436456,0.48846985,0.484209906,1.436903066,1.452805861,1.472396012,1.492908616,1.513330624,1.53449887,HCC
1.287652089,1.288723546,1.289578481,1.077732065,-0.002626503,1.08618237,-0.002615498,-0.085671972,1.291074481,1.284920176,1.275599139,1.265268028,1.253680896,1.240671825,1.287652089,1.295164613,1.263341723,1.317600794,1.375487267,1.123238756,-0.003452575,1.108923069,-0.004479586,-0.003928759,1.293573299,1.286102383,1.277921718,1.2688636,1.258417688,1.247531371,HBC
0.392275391,0.392868421,0.393488889,0.351745019,-0.075718021,0.353461766,-0.075726325,-0.103032431,0.387772773,0.396382657,0.408045707,0.41828196,0.426716574,0.43312476,0.392275391,0.395955933,0.372768403,0.408222995,0.428582989,0.3624781,-0.076058246,0.356156295,-0.07637936,-0.076305766,0.393625131,0.393024392,0.395908703,0.398513823,0.400441925,0.402185038,HCC
0.439968955,0.440524598,0.441115707,0.401599933,-0.063805163,0.403129742,-0.063793619,-0.099151395,0.435410806,0.444114378,0.455924203,0.466339124,0.474994594,0.481229573,0.439968955,0.449995829,0.550958904,0.45357696,0.511846367,0.409655486,-0.063974915,0.393873959,-0.064796771,-0.064130222,0.444549013,0.440586961,0.439602394,0.438745249,0.437544784,0.436436043,HCC
1.371963962,1.372969326,1.373772359,1.165864735,0.018432846,1.173984573,0.018478937,-0.078811143,1.375288186,1.369299502,1.36023793,1.350222666,1.339025959,1.325710696,1.371963962,1.390695422,1.578343862,1.397776761,1.522678853,1.206638139,0.017908131,1.175599715,0.015995918,0.017594962,1.383595672,1.370182685,1.355162683,1.33998403,1.324007491,1.308079714,HBC
0.459969482,0.460509447,0.461088243,0.421741231,-0.058455162,0.42300615,-0.058435078,-0.097365364,0.455388045,0.464130906,0.476002281,0.486492128,0.495240215,0.502032123,0.459969482,0.458740467,0.702589845,0.450456302,0.642567393,0.429516467,-0.058615967,0.428033597,-0.058376084,-0.058589537,0.458339325,0.461128294,0.465994047,0.470231046,0.473575979,0.476972436,HCC
1.407320554,1.408298202,1.409079469,1.201470179,0.027890485,1.20912175,0.027951675,-0.075653827,1.410603611,1.40468438,1.395731616,1.385848804,1.374815823,1.36248509,1.407320554,1.406154044,1.846394463,1.392260115,1.753765261,1.241748044,0.02738159,1.235986542,0.0273463,0.02738969,1.40797395,1.406495304,1.401817399,1.395644086,1.387702826,1.379739261,HBC
0.366120855,0.366734388,0.367370957,0.326894549,-0.082016843,0.328183679,-0.081993006,-0.10499074,0.36164869,0.370207196,0.381789758,0.391928031,0.400241531,0.406501461,0.366120855,0.368068072,0.782751425,0.372349343,0.718583417,0.336719284,-0.0822792,0.330024684,-0.082325759,-0.082330117,0.366520283,0.366995669,0.369309647,0.371200357,0.372954217,0.374481481,HCC
1.241416546,1.242524246,1.243407644,1.033801826,-0.013761454,1.041496198,-0.013693629,-0.089133839,1.244892771,1.238647642,1.229184318,1.218680001,1.206878765,1.193607609,1.241416546,1.245864926,1.988102742,1.254183961,1.888145096,1.07770276,-0.014449872,1.062728051,-0.014991528,-0.014578504,1.245657809,1.24008925,1.230900361,1.220579318,1.209825383,1.198557492,HBC
0.513817055,0.514314809,0.514860456,0.472621296,-0.042847954,0.472898788,-0.042709521,-0.092003546,0.509172922,0.51802156,0.530058647,0.540750217,0.549747656,0.556844798,0.513817055,0.531055672,0.679893494,0.548661793,0.632747616,0.483206898,-0.043302335,0.456758711,-0.044737621,-0.043225707,0.522105254,0.514280741,0.509271124,0.505135655,0.500961697,0.496866005,HCC
1.502511378,1.503414406,1.504137074,1.291415093,0.055480642,1.297321108,0.055751047,-0.066175296,1.505683601,1.499951361,1.491291541,1.481765331,1.471173152,1.459382005,1.502511378,1.533991636,1.806272239,1.565866113,1.736406026,1.336661075,0.054452767,1.286766311,0.051456143,0.054549608,1.520698277,1.500457295,1.478321881,1.457347862,1.436114832,1.414906774,HBC
2.233862378,2.233011793,2.232498579,2.331713136,1.451748445,2.328373766,1.451752065,0.869619819,2.227215536,2.239442999,2.256773418,2.273908587,2.290871064,2.307718244,2.233862378,2.296850202,2.549686499,2.340766242,2.490850104,2.317018415,1.451804118,2.216007878,1.414357324,1.451999195,2.265348265,2.233545651,2.20607866,2.180040523,2.154838901,2.132161363,HCC
4.54317827,4.541697727,4.540548557,4.577886053,2.697602758,4.577398242,2.697634842,1.633766146,4.542810139,4.543050928,4.543748569,4.545613244,4.549101523,4.554546329,4.54317827,4.655533198,5.111660537,4.733917904,5.021128027,4.578441911,2.697476546,4.396737091,2.63081939,2.69778278,4.602373647,4.539744587,4.477909407,4.418216224,4.359810847,4.305754118,HBC
2.557769655,2.557845469,2.557918519,2.390841836,0.53565669,2.397982926,0.535637898,0.1458027,2.559713204,2.556053895,2.550641565,2.545068543,2.539362962,2.533553524,2.557769655,2.530985899,2.175055231,2.501178654,2.156823835,2.421145476,0.53498216,2.464208067,0.537496965,0.533874796,2.543967528,2.558077597,2.572770999,2.588583623,2.603154266,2.617348064,HBC
1.110755861,1.110785676,1.110963848,1.094545333,0.228778171,1.095521482,0.228753011,0.027908229,1.105416691,1.115437945,1.129312074,1.142239884,1.154001575,1.164482452,1.110755861,1.095035674,0.888506763,1.07774966,0.870569684,1.096678347,0.22852367,1.122814303,0.230206091,0.227919104,1.100948499,1.112555697,1.128379417,1.145053426,1.161132901,1.17706334,HCC
1.701540659,1.70110736,1.700921843,1.721008303,0.739174602,1.719058118,0.739571964,0.333887567,1.695513618,1.706695398,1.72238763,1.737528626,1.752026073,1.7658558,1.701540659,1.762575767,3.432751618,1.814843778,3.171573928,1.729770212,0.733844284,1.633555243,0.712137683,0.735714979,1.732729164,1.700950063,1.676011071,1.651512187,1.627756996,1.605237976,HCC
