>order,family,Genus,species,mass(g),newborn(g)
Rodentia,Hystricidae,Hystrix,cristata,18333.33,1000.00
Rodentia,Muridae,Acomys,cahirinus,45.25,5.77
Rodentia,Muridae,Acomys,russatus,54.43,7.00
Rodentia,Muridae,Aethomys,chrysophilus,78.55,4.45
Rodentia,Muridae,Aethomys,kaiseri,198.00,6.10
Rodentia,Muridae,Aethomys,namaquensis,47.56,2.50
Rodentia,Muridae,Akodon,azarae,27.33,2.20
Rodentia,Muridae,Akodon,dolores,50.00,3.00
Rodentia,Muridae,Akodon,longipilis,37.55,3.30
Rodentia,Muridae,Akodon,molinae,33.00,3.00
Rodentia,Muridae,Alticola,strelzowi,50.00,3.00
Rodentia,Muridae,Apodemus,agrarius,21.50,1.90
Rodentia,Muridae,Apodemus,flavicollis,29.35,2.40
Rodentia,Muridae,Apodemus,mystacinus,45.60,3.00
Rodentia,Muridae,Apodemus,peninsulae,32.90,2.00
Rodentia,Muridae,Apodemus,sylvaticus,23.38,1.50
Rodentia,Muridae,Arborimus,longicaudus,23.00,2.57
Rodentia,Muridae,Arvicanthis,niloticus,64.50,4.15
Rodentia,Muridae,Arvicola,sapidus,187.50,6.00
Rodentia,Muridae,Arvicola,terrestris,120.00,5.86
Rodentia,Muridae,Baiomys,taylori,7.83,1.16
Rodentia,Muridae,Bandicota,bengalensis,166.67,4.43
Rodentia,Muridae,Bandicota,indica,545.00,9.99
Rodentia,Muridae,Beamys,hindei,101.67,3.20
Rodentia,Muridae,Bolomys,lasiurus,39.93,3.45
Rodentia,Muridae,Calomys,callosus,41.00,2.34
Rodentia,Muridae,Calomys,lepidus,26.60,2.05
Rodentia,Muridae,Cannomys,badius,650.00,7.00
Rodentia,Muridae,Chionomys,nivalis,54.00,3.70
Rodentia,Muridae,Chiropodomys,gliroides,25.50,2.80
Rodentia,Muridae,Clethrionomys,gapperi,20.57,1.61
Rodentia,Muridae,Clethrionomys,glareolus,20.77,1.82
Rodentia,Muridae,Clethrionomys,rutilus,25.00,2.95
Rodentia,Muridae,Cricetomys,gambianus,1092.60,23.10
Rodentia,Muridae,Cricetus,cricetus,506.67,5.05
Rodentia,Muridae,Desmodilliscus,braueri,10.00,0.90
Rodentia,Muridae,Desmodillus,auricularis,54.50,3.12
Rodentia,Muridae,Dicrostonyx,groenlandicus,55.05,4.35
Rodentia,Muridae,Dicrostonyx,richardsoni,55.00,4.00
Rodentia,Muridae,Dicrostonyx,torquatus,85.00,2.97
Rodentia,Muridae,Eligmodontia,typus,21.40,1.73
Rodentia,Muridae,Gerbillurus,paeba,28.50,2.10
Rodentia,Muridae,Gerbillurus,setzeri,38.60,2.30
Rodentia,Muridae,Gerbillurus,tytonis,24.00,1.90
Rodentia,Muridae,Gerbillus,gleadowi,26.10,1.90
Rodentia,Muridae,Gerbillus,pyramidum,37.00,2.55
Rodentia,Muridae,Grammomys,dolichurus,43.70,4.20
Rodentia,Muridae,Holochilus,brasiliensis,155.00,5.00
Rodentia,Muridae,Hybomys,univittatus,51.80,4.40
Rodentia,Muridae,Hydromys,chrysogaster,606.00,24.39
Rodentia,Muridae,Hylomyscus,alleni,20.00,1.50
Rodentia,Muridae,Hylomyscus,stella,16.70,1.49
Rodentia,Muridae,Lagurus,lagurus,20.30,1.35
Rodentia,Muridae,Lemmiscus,curtatus,27.17,1.16
Rodentia,Muridae,Lemmus,lemmus,51.67,3.92
Rodentia,Muridae,Lemmus,sibiricus,59.20,3.78
Rodentia,Muridae,Lemniscomys,striatus,42.30,1.70
Rodentia,Muridae,Lophuromys,flavopunctatus,55.00,6.50
Rodentia,Muridae,Lophuromys,sikapusi,44.50,7.50
Rodentia,Muridae,Malacothrix,typica,12.33,1.20
Rodentia,Muridae,Mastomys,natalensis,44.97,2.07
Rodentia,Muridae,Megadontomys,thomasi,111.00,4.50
Rodentia,Muridae,Melomys,capensis,65.00,6.50
Rodentia,Muridae,Meriones,crassus,48.30,3.40
Rodentia,Muridae,Meriones,hurrianae,70.00,3.50
Rodentia,Muridae,Meriones,libycus,77.00,5.33
Rodentia,Muridae,Meriones,persicus,100.00,5.00
Rodentia,Muridae,Meriones,shawi,185.00,4.46
Rodentia,Muridae,Meriones,tristrami,105.00,3.00
Rodentia,Muridae,Meriones,unguiculatus,53.20,2.90
Rodentia,Muridae,Meriones,vinogradovi,150.00,3.00
Rodentia,Muridae,Mesembriomys,gouldii,900.00,34.90
Rodentia,Muridae,Mesocricetus,auratus,105.00,2.31
Rodentia,Muridae,Micromys,minutus,6.00,0.90
Rodentia,Muridae,Microtus,abbreviatus,50.00,3.45
Rodentia,Muridae,Microtus,agrestis,46.00,2.30
Rodentia,Muridae,Microtus,arvalis,27.50,1.85
Rodentia,Muridae,Microtus,breweri,54.00,3.50
Rodentia,Muridae,Microtus,californicus,53.50,2.83
Rodentia,Muridae,Microtus,canicaudus,35.30,2.43
Rodentia,Muridae,Microtus,guentheri,51.60,3.00
Rodentia,Muridae,Microtus,miurus,39.50,2.60
Rodentia,Muridae,Microtus,montanus,49.50,3.05
Rodentia,Muridae,Microtus,montebelli,39.85,2.45
Rodentia,Muridae,Microtus,ochrogaster,40.00,3.02
Rodentia,Muridae,Microtus,oeconomus,93.33,2.43
Rodentia,Muridae,Microtus,oregoni,20.50,1.63
Rodentia,Muridae,Microtus,pennsylvanicus,43.67,2.46
Rodentia,Muridae,Microtus,pinetorum,25.50,2.32
Rodentia,Muridae,Microtus,richardsoni,106.20,5.05
Rodentia,Muridae,Microtus,socialis,48.00,2.10
Rodentia,Muridae,Microtus,subterraneus,19.50,1.60
Rodentia,Muridae,Microtus,xanthognathus,141.50,3.50
Rodentia,Muridae,Mus,caroli,11.25,1.20
Rodentia,Muridae,Mus,cervicolor,17.70,1.50
Rodentia,Muridae,Mus,minutoides,7.25,0.97
Rodentia,Muridae,Mus,musculus,20.50,1.25
Rodentia,Muridae,Mus,triton,12.45,1.30
Rodentia,Muridae,Myomys,daltoni,33.50,1.50
Rodentia,Muridae,Myopus,schisticolor,25.00,3.20
Rodentia,Muridae,Mystromys,albicaudatus,106.00,6.25
Rodentia,Muridae,Nannospalax,leucodon,178.00,5.00
Rodentia,Muridae,Neofiber,alleni,269.00,11.08
Rodentia,Muridae,Neotoma,albigula,198.00,11.35
Rodentia,Muridae,Neotoma,cinerea,335.50,13.50
Rodentia,Muridae,Neotoma,devia,96.70,10.00
Rodentia,Muridae,Neotoma,floridana,370.50,13.28
Rodentia,Muridae,Neotoma,fuscipes,233.58,12.10
Rodentia,Muridae,Neotoma,lepida,125.33,8.96
Rodentia,Muridae,Neotoma,mexicana,203.00,10.40
Rodentia,Muridae,Neotoma,micropus,236.33,11.70
Rodentia,Muridae,Neotoma,stephensi,142.00,10.60
Rodentia,Muridae,Neotomodon,alstoni,50.00,3.40
Rodentia,Muridae,Niviventer,niviventer,66.40,3.75
Rodentia,Muridae,Notomys,alexis,35.00,2.83
Rodentia,Muridae,Notomys,cervinus,35.00,3.00
Rodentia,Muridae,Nyctomys,sumichrasti,53.33,5.20
Rodentia,Muridae,Ochrotomys,nuttalli,22.00,2.63
Rodentia,Muridae,Oligoryzomys,nigripes,22.65,3.30
Rodentia,Muridae,Ondatra,zibethicus,1135.80,21.92
Rodentia,Muridae,Onychomys,leucogaster,40.00,2.65
Rodentia,Muridae,Onychomys,torridus,19.00,2.32
Rodentia,Muridae,Oryzomys,capito,63.15,3.85
Rodentia,Muridae,Oryzomys,palustris,47.67,3.42
Rodentia,Muridae,Otomys,irroratus,146.85,14.50
Rodentia,Muridae,Otomys,sloggetti,121.00,11.40
Rodentia,Muridae,Ototylomys,phyllotis,101.00,10.20
Rodentia,Muridae,Peromyscus,boylii,28.70,2.20
Rodentia,Muridae,Peromyscus,californicus,42.00,4.46
Rodentia,Muridae,Peromyscus,crinitus,16.33,2.20
Rodentia,Muridae,Peromyscus,eremicus,25.00,2.33
Rodentia,Muridae,Peromyscus,gossypinus,29.00,2.20
Rodentia,Muridae,Peromyscus,hooperi,36.00,2.62
Rodentia,Muridae,Peromyscus,leucopus,23.00,1.89
Rodentia,Muridae,Peromyscus,maniculatus,20.50,1.83
Rodentia,Muridae,Peromyscus,megalops,71.00,3.90
Rodentia,Muridae,Peromyscus,melanocarpus,59.00,4.50
Rodentia,Muridae,Peromyscus,melanotis,39.60,1.67
Rodentia,Muridae,Peromyscus,mexicanus,60.50,4.40
Rodentia,Muridae,Peromyscus,perfulvus,40.00,3.00
Rodentia,Muridae,Peromyscus,polionotus,14.00,1.63
Rodentia,Muridae,Peromyscus,truei,27.00,2.32
Rodentia,Muridae,Peromyscus,yucatanicus,26.30,2.50
Rodentia,Muridae,Petromyscus,collinus,21.00,2.10
Rodentia,Muridae,Phenacomys,intermedius,33.00,2.18
Rodentia,Muridae,Phenacomys,ungava,27.00,2.40
Rodentia,Muridae,Phodopus,sungorus,23.40,1.77
Rodentia,Muridae,Podomys,floridanus,31.25,2.40
Rodentia,Muridae,Praomys,morio,21.00,2.70
Rodentia,Muridae,Praomys,tullbergi,36.97,2.70
Rodentia,Muridae,Psammomys,obesus,177.33,6.25
Rodentia,Muridae,Pseudomys,australis,65.00,4.00
Rodentia,Muridae,Pseudomys,delicatulus,11.00,1.00
Rodentia,Muridae,Pseudomys,fuscus,148.00,7.25
Rodentia,Muridae,Pseudomys,gracilicaudatus,63.00,4.35
Rodentia,Muridae,Pseudomys,higginsi,60.10,5.00
Rodentia,Muridae,Pseudomys,novaehollandiae,18.00,1.80
Rodentia,Muridae,Rattus,exulans,70.00,2.62
Rodentia,Muridae,Rattus,fuscipes,133.00,4.50
Rodentia,Muridae,Rattus,lutreolus,115.00,4.87
Rodentia,Muridae,Rattus,norvegicus,280.00,5.81
Rodentia,Muridae,Rattus,rattus,246.50,4.55
Rodentia,Muridae,Rattus,sordidus,125.00,3.00
Rodentia,Muridae,Rattus,tiomanicus,127.50,4.10
Rodentia,Muridae,Reithrodontomys,fulvescens,12.50,1.08
Rodentia,Muridae,Reithrodontomys,humulis,10.30,1.09
Rodentia,Muridae,Reithrodontomys,megalotis,11.03,1.33
Rodentia,Muridae,Reithrodontomys,montanus,9.00,1.04
Rodentia,Muridae,Rhabdomys,pumilio,51.00,2.67
Rodentia,Muridae,Rhombomys,opimus,143.00,4.75
Rodentia,Muridae,Saccostomus,campestris,47.38,2.60
Rodentia,Muridae,Scotinomys,teguina,12.00,1.35
Rodentia,Muridae,Scotinomys,xerampelinus,15.00,1.35
Rodentia,Muridae,Sigmodon,hispidus,185.00,6.69
Rodentia,Muridae,Sigmodon,ochrognathus,113.67,5.55
Rodentia,Muridae,Steatomys,pratensis,25.53,1.55
Rodentia,Muridae,Synaptomys,cooperi,37.05,3.46
Rodentia,Muridae,Tachyoryctes,splendens,207.50,20.00
Rodentia,Muridae,Tatera,afra,74.80,4.50
Rodentia,Muridae,Tatera,brantsii,75.00,5.13
Rodentia,Muridae,Tatera,indica,146.67,3.00
Rodentia,Muridae,Tatera,leucogaster,64.86,2.80
Rodentia,Muridae,Thallomys,paedulcus,77.43,2.65
Rodentia,Muridae,Tylomys,nudicaudus,280.00,16.77
Rodentia,Muridae,Uromys ,caudimaculatus,625.00,20.00
Rodentia,Muridae,Zygodontomys,brevicauda,58.00,3.64
Rodentia,Myocastoridae,Myocastor,coypus,7150.00,196.36
Rodentia,Myoxidae,Dryomys,nitedula,25.00,1.60
Rodentia,Myoxidae,Graphiurus,murinus,24.00,3.50
Rodentia,Myoxidae,Muscardinus,avellanarius,27.33,0.80
Rodentia,Myoxidae,Myoxus,glis,125.00,1.50
Rodentia,Octodontidae,Octodon,degus,235.00,14.10
Rodentia,Octodontidae,Octodontomys,gliroides,158.00,16.67
Rodentia,Pedetidae,Pedetes,capensis,3500.00,264.50
Rodentia,Sciuridae,Ammospermophilus,harrisii,126.00,3.80
Rodentia,Sciuridae,Ammospermophilus,leucurus,97.50,3.36
Rodentia,Sciuridae,Ammospermophilus,nelsoni,154.50,4.88
Rodentia,Sciuridae,Callosciurus,prevostii,400.00,16.35
Rodentia,Sciuridae,Cynomys,ludovicianus,863.00,15.38
Rodentia,Sciuridae,Funisciurus,congicus,106.00,9.96
Rodentia,Sciuridae,Glaucomys,sabrinus,132.17,5.62
Rodentia,Sciuridae,Glaucomys,volans,65.38,3.49
Rodentia,Sciuridae,Marmota,flaviventris,2930.00,33.80
Rodentia,Sciuridae,Marmota,marmota,2010.00,29.67
Rodentia,Sciuridae,Marmota,monax,3413.00,27.43
Rodentia,Sciuridae,Paraxerus,cepapi,216.00,12.88
Rodentia,Sciuridae,Paraxerus,palliatus,295.00,15.21
Rodentia,Sciuridae,Paraxerus,poensis,134.00,9.91
Rodentia,Sciuridae,Ratufa,bicolor,2150.00,77.00
Rodentia,Sciuridae,Sciurus,aberti,702.50,12.00
Rodentia,Sciuridae,Sciurus,carolinensis,540.33,15.15
Rodentia,Sciuridae,Sciurus,granatensis,374.00,9.50
Rodentia,Sciuridae,Sciurus,niger,803.70,15.44
Rodentia,Sciuridae,Sciurus,vulgaris,324.75,9.57
Rodentia,Sciuridae,Spermophilus,beecheyi,609.33,10.00
Rodentia,Sciuridae,Spermophilus,beldingi,278.50,6.94
Rodentia,Sciuridae,Spermophilus,columbianus,466.33,9.37
Rodentia,Sciuridae,Spermophilus,elegans,401.05,6.02
Rodentia,Sciuridae,Spermophilus,lateralis,157.60,6.26
Rodentia,Sciuridae,Spermophilus,mexicanus,130.95,4.10
Rodentia,Sciuridae,Spermophilus,mohavensis,190.00,4.50
Rodentia,Sciuridae,Spermophilus,mollis,165.40,3.95
Rodentia,Sciuridae,Spermophilus,richardsonii,342.50,6.35
Rodentia,Sciuridae,Spermophilus,saturatus,275.00,5.97
Rodentia,Sciuridae,Spermophilus,tereticaudus,163.33,3.90
Rodentia,Sciuridae,Spermophilus,townsendii,155.00,3.61
Rodentia,Sciuridae,Spermophilus,tridecemlineatus,172.67,3.24
Rodentia,Sciuridae,Spermophilus,undulatus,840.00,11.08
Rodentia,Sciuridae,Spermophilus,variegatus,663.03,7.80
Rodentia,Sciuridae,Tamias,amoenus,48.25,2.62
Rodentia,Sciuridae,Tamias,minimus,44.15,2.30
Rodentia,Sciuridae,Tamias,panamintinus,54.15,4.00
Rodentia,Sciuridae,Tamias,quadrivittatus,58.13,2.60
Rodentia,Sciuridae,Tamias,sibiricus,85.00,4.00
Rodentia,Sciuridae,Tamias,striatus,95.70,3.50
Rodentia,Sciuridae,Tamias,townsendii,84.00,3.55
Rodentia,Sciuridae,Tamiasciurus,douglasii,229.80,5.00
Rodentia,Sciuridae,Tamiasciurus,hudsonicus,194.50,7.00
Rodentia,Sciuridae,Xerus,inauris,588.00,20.00
Rodentia,Thryonomyidae,Thryonomys,swinderianus,3687.50,105.00
Scandentia,Tupaiidae,Tupaia,glis,159.00,12.94
Scandentia,Tupaiidae,Tupaia,montana,283.00,11.00
Scandentia,Tupaiidae,Urogale,everetti,350.00,19.98
Scandentia,Tupaiidae ,Ptilocercus,lowii,42.50,10.00
Sirenia,Dugongidae,Dugong,dugon,479500.00,27500.00
Sirenia,Trichechidae,Trichechus,inunguis,480000.00,12500.00
Sirenia,Trichechidae,Trichechus,manatus,387500.00,28633.33
Tubulidentata,Orycteropodidae,Orycteropus,afer,60000.00,1734.00
Xenarthra,Bradypodidae,Bradypus,variegatus,4860.00,290.00
Xenarthra,Dasypodidae,Chaetophractus,villosus,2020.00,131.40
Xenarthra,Dasypodidae,Dasypus,novemcinctus,4300.00,66.33
Xenarthra,Dasypodidae,Euphractus,sexcinctus,4600.00,105.00
Xenarthra,Dasypodidae,Priodontes,maximus,50000.00,113.00
Xenarthra,Dasypodidae,Tolypeutes,matacus,1225.00,99.00
Xenarthra,Dasypodidae,Zaedyus,pichiy,1500.00,105.00
Xenarthra,Megalonychidae,Choloepus,didactylus,6070.00,354.77
Xenarthra,Megalonychidae,Choloepus,hoffmanni,4750.00,387.25
Xenarthra,Myrmecophagidae,Myrmecophaga,tridactyla,28500.00,1491.17
